Mean_time	Mean_qlow	Mean_qup	Priors
t_n1245_Atherospermataceae	91.896	80.07	107.22	ST(0.798,0.169,16.316,2.862)
t_n1246	42.785	18.16	72.71	0
t_n1247	35.464	16.42	66.02	0
t_n1248_Magnoliales	120.511	115.28	130.96	ST(1.15,0.062,599.03,3.23)
t_n1249_Magnoliaceae	117.372	110.64	127.63	ST(1.074,0.054,5.97,2.848)
t_n1250	115.414	108.31	125.53	0
t_n1251	109.369	102.41	118.39	0
t_n1252_Annonaceae	94.394	92.34	98.94	ST(0.925,0.056,22.654,2.442)
t_n1253	24.751	13.31	57.34	0
t_n1254_Myristicaceae	98.923	74.46	116.69	ST(0.651,0.26,86.568,3.043)
t_n1255	23.362	13.84	43.82	0
t_n1256	164.646	142.72	186.37	0
t_n1257_Piperales	135.204	113.8	157.25	ST(1.035,0.19,20.09,3.331)
t_n1258	129.165	108.22	151.63	0
t_n1259_Piperaceae	91.709	74.91	112.9	ST(0.726,0.36,259.89,3.499)
t_n1260_Saururaceae	54.051	46.58	66.84	ST(0.47,0.091,7.974,2.862)
t_n1261	54.607	36.33	76.08	0
t_n1262	107.491	81.83	133.06	0
t_n1263	53.725	28.49	81.49	0
t_n1264_Canellales	130.52	105.67	156.4	ST(0.999,0.366,25.883,3.989)
t_n1265_Winteraceae	88.222	82.19	102.83	ST(0.826,0.344,57.645,3.035)
t_n1266	29.367	13.24	74.63	0
t_n1267	48.465	21.09	82.31	0
t_n1268	71.995	47.11	106.75	0
t_n1269	63.849	40.02	97.96	0
t_n1270	38.189	17.56	67.67	0
t_n1271	108.899	81.1	145.96	0
t_n1272	82.562	61.56	110.89	0
t_n1273_Schisandraceae	52.672	47.65	63.02	ST(0.476,0.065,17.102,2.822)
t_n1274	16.52	7.15	25.42	0
t_n1275_Nymphaeales	119.76	102.84	176.94	ST(1.025,0.049,451.84,2.008)
t_n1276	79.217	56.59	106.23	0
t_n1277	51.334	31.64	74.25	0
t_n1278	65.707	37.82	96.53	0
t_n1279_Acrogymnosperms	318.353	307.78	336.98	B(3.08,3.66,0.01,0.05)
t_n1280_Conifers	279.519	235.21	308.64	B(1.47,3.12,0.01,0.05)
t_n1281	257.291	211.91	291.68	0
t_n1282_Gnetales	165.157	125.24	201.3	B(1.2,3.12,0.01,0.05)
t_n1283	181.912	111.41	240.65	0
t_n1284_Ginkgo-Cycas	281.136	264.72	307.29	B(2.65,3.66,0.01,0.05)
t_n1285	132.416	78.44	213.13	0
t_n1286_Ferns	391.715	384.15	407.88	B(3.85,4.51,0.01,0.05)
t_n1287_Lycophytes	402.726	391.74	423.48	B(3.92,4.51,0.01,0.05)
