Mean_time	Mean_qlow	Mean_qup	Priors
t_n976	16.323	9.06	22.88	0
t_n977	16.723	8.89	23.78	0
t_n978	38.84	16.89	56.71	0
t_n979	67.197	48.02	75.85	0
t_n980	22.349	12.58	46.06	0
t_n981	39.589	23.74	60.82	0
t_n982	22.557	17.45	28.98	0
t_n983	21.205	16.44	27.02	0
t_n984	19.978	15.49	25.43	0
t_n985	18.737	14.15	24.27	0
t_n986	17.138	12.58	22.7	0
t_n987	18.007	13.72	23.26	0
t_n988	16.53	12.3	21.72	0
t_n989	18.723	13.1	25.46	0
t_n990_Pittosporaceae	47.642	42.59	58.81	ST(0.426,0.144,39.518,2.457)
t_n991	51.83	22.33	78.21	0
t_n992	47.157	18.9	74.11	0
t_n993	96.077	75.64	107.46	0
t_n994	50.538	20.18	80.51	0
t_n995	17.77	4.88	33.34	0
t_n996	99.709	81.6	109.9	0
t_n997	91.793	72.24	104.98	0
t_n998	85.083	63.43	100.86	0
t_n999	23.441	14.16	42.98	0
t_n1000	16.137	5.08	26.37	0
t_n1001	90.779	58.11	106.36	0
t_n1002	98.224	88.84	106.4	0
t_n1003	95.552	85.7	104.27	0
t_n1004	88.383	78.46	98.55	0
t_n1005	87.5	77.56	97.76	0
t_n1006	80.433	70.78	91.21	0
t_n1007	69.468	59.58	79.62	0
t_n1008_Asteraceae	59.238	51.2	68.87	ST(0.501,0.152,196.221,5.942)
t_n1009	56.312	48	66.17	0
t_n1010	45.511	34.39	55.99	0
t_n1011	40.282	29.28	51.07	0
t_n1012	32.762	23.93	43.89	0
t_n1013	19.948	14.02	28.03	0
t_n1014	17.859	12.3	25.6	0
t_n1015	26.074	18.31	37.25	0
t_n1016	19.762	13.19	29.19	0
t_n1017	31.179	18.07	50.65	0
t_n1018	21.094	12.73	39.33	0
t_n1019	54.051	41.98	66.4	0
t_n1020	28.912	17.11	45.43	0
t_n1021_Menyanthaceae	44.047	35.34	61.24	ST(0.35,0.046,6.373,2.287)
t_n1022	20.616	9.35	37.8	0
t_n1023	22.498	13.8	37.63	0
t_n1024	77.167	59.92	91.05	0
t_n1025	50.707	26.9	71.51	0
t_n1026	83.324	70.99	95.68	0
t_n1027	44.286	22.29	67.16	0
t_n1028	35.944	18.66	58.29	0
t_n1029	19.458	8.98	37.52	0
t_n1030	79.391	61.76	93.56	0
t_n1031	26.291	13.87	53.35	0
t_n1032	88.933	77.19	99.51	0
t_n1033_Campanulaceae	64.75	51.61	81	ST(0.2,0.155,337.75,2.73)
t_n1034	60.165	47.62	76.25	0
t_n1035	53.408	39.75	70.66	0
t_n1036	24.944	14.46	44.08	0
t_n1037	31.968	16.86	52.14	0
t_n1038	74.819	55.35	90.16	0
t_n1039	49.024	26.82	71.18	0
t_n1040	19.927	10.92	35.99	0
t_n1041	108.016	92.63	118.84	0
t_n1042	91.05	69.46	108.03	0
t_n1043	76.649	51.26	99.09	0
t_n1044	65.628	37.38	92.62	0
t_n1045	29.239	16.32	54.52	0
t_n1046	18.625	8.61	34.69	0
t_n1047	71.367	48.08	96.19	0
t_n1048	61.078	38.58	86.49	0
t_n1049	117.293	110.07	124.77	0
t_n1050	115.542	107.81	123.12	0
t_n1051	103.768	95.72	111.69	0
t_n1052	99.623	91.6	107.55	0
t_n1053	97.755	89.73	105.82	0
t_n1054_Lamiales	83.149	76	93.29	ST(0.75,0.051,136.418,2.597)
t_n1055	76.899	69.24	86.85	0
t_n1056	74.397	66.24	84.47	0
t_n1057	64.987	56.43	75.25	0
t_n1058	60.435	52.03	71.15	0
t_n1059	59.011	50.65	69.64	0
t_n1060	57.883	49.61	68.25	0
t_n1061	57.249	49.02	67.49	0
t_n1062	54.796	46.13	65.08	0
t_n1063	46.605	34.64	57.16	0
t_n1064	44.505	31.66	55.29	0
t_n1065	33.977	20.77	47.3	0
t_n1066	45.006	23.96	58.48	0
t_n1067	55.229	46.7	65.58	0
t_n1068	51.897	42.66	62.37	0
t_n1069	47.04	36.28	57.98	0
t_n1070	58.098	48.33	69.44	0
t_n1071	46.819	29.24	60.32	0
t_n1072	56.778	45.53	68.63	0
t_n1073	52.14	39.21	65.02	0
t_n1074	40.995	18.03	63.25	0
t_n1075_Solanales	88.275	77.24	98.67	ST(0.55,0.11,279.88,3.006)
t_n1076	78.637	65.28	90.73	0
t_n1077	26.804	16.77	48.62	0
t_n1078	21.023	13.08	40.6	0
t_n1079	47.127	28.41	62.98	0
t_n1080	78.124	63.91	90.71	0
t_n1081	59.417	42.79	76.43	0
t_n1082	95.885	86.95	104.48	0
t_n1083_Gentianales	77.627	72.71	87.51	ST(0.725,0.04,317.366,1.821)
t_n1084	69.06	56.54	80.65	0
t_n1085	65.299	52.4	77.73	0
t_n1086	61.732	48.55	74.69	0
t_n1087	38.901	20.56	56.05	0
t_n1088	61.565	46.88	76.29	0
t_n1089	54.39	38.91	70.97	0
t_n1090_Boraginaceae	62.741	55.35	78.02	ST(0.55,0.109,710.583,3.412)
t_n1091	58.978	47.66	74.82	0
t_n1092	103.331	82.08	118.21	0
t_n1093_Garryales	77.464	65.57	98.41	ST(0.651,0.115,173.807,3.624)
t_n1094_Ericales	116.038	111.85	121.74	ST(1.14,0.097,8.567,2.848)
t_n1095	105.515	91.67	115.48	0
t_n1096	96.736	82.14	107.76	0
t_n1097	95.936	81.41	107.06	0
t_n1098	90.238	74.82	103.12	0
t_n1099	88.793	73.43	101.85	0
t_n1100	80.031	63.18	95.59	0
t_n1101	66.822	49.66	84.39	0
t_n1102	56.318	38.77	75.39	0
t_n1103	70.181	50.09	88.03	0
t_n1104	73.468	51.97	91.83	0
t_n1105	94.579	79.97	106.03	0
t_n1106_Primulaceae	87.31	72.94	100.26	ST(0.7,0.126,102.731,2.93)
t_n1107	69.166	53.91	84.21	0
t_n1108	53.975	39.05	70.11	0
t_n1109	37.381	21.8	53.82	0
t_n1110	80.67	53.21	99.31	0
t_n1111	87.144	65.37	102.52	0
t_n1112	10.728	0.08	37.57	0
t_n1113	66.656	46.7	89.1	0
t_n1114	59.191	38.7	82.29	0
t_n1115_Cornales	99.122	90.54	115.45	ST(0.902,0.078,28.513,3.729)
t_n1116	94.145	78.84	111.05	0
t_n1117	75.476	50.88	97.25	0
t_n1118	45.729	20.86	71.17	0
t_n1119	90.287	71.13	108.06	0
t_n1120_Caryophyllales	117.011	106.3	128.42	ST(0.895,0.139,11.741,3.001)
t_n1121	110.283	99.79	121.83	0
t_n1122	105.241	94.76	117.35	0
t_n1123	101.66	90.79	114.06	0
t_n1124	85.141	74.43	97.08	0
t_n1125	81.291	70.9	93.35	0
t_n1126	77.887	67.29	89.72	0
t_n1127	76.447	65.84	88.11	0
t_n1128	67.568	55.09	79.7	0
t_n1129	49.162	35.85	59.99	0
t_n1130	48.443	35.08	59.27	0
t_n1131	39.389	25.25	52.42	0
