xi-location	omega-scale	alpha-shape	nu-df	MCMCtree-calib	MCMCtree-calib-rounded	95%CI	MCMCtree-hardbounds
all_angio_one_order.log	1.33694093926636	0.0798943105182758	6.63767262612204	15.5612456630637	ST(1.33694093926636,0.0798943105182758,6.63767262612204,15.5612456630637)	'ST(1.337,0.08,6.638,15.561)'	q2.5%-1.33|q97.5%-1.53	B(1.33,1.53,1e-300,1e-300)
