Mean_time	Mean_qlow	Mean_qup	Priors
t_n1245_Atherospermataceae	89.562	79.48	107.85	ST(0.798,0.169,16.316,2.862)
t_n1246	49.22	3.14	90.95	0
t_n1247	62.591	4.04	118.6	0
t_n1248_Magnoliales	121.274	115.26	133.66	ST(1.15,0.062,599.03,3.23)
t_n1249_Magnoliaceae	112.638	107.16	122.12	ST(1.074,0.054,5.97,2.848)
t_n1250	105.872	96.38	117	0
t_n1251	100.638	93.56	110.87	0
t_n1252_Annonaceae	95.536	92.48	102.23	ST(0.925,0.056,22.654,2.442)
t_n1253	59.447	3.75	108.38	0
t_n1254_Myristicaceae	85.025	65.76	117.16	ST(0.651,0.26,86.568,3.043)
t_n1255	46.075	2.69	95.3	0
t_n1256	130.216	112	149.54	0
t_n1257_Piperales	117.366	104.05	138.94	ST(1.035,0.19,20.09,3.331)
t_n1258	101.749	78.49	124.56	0
t_n1259_Piperaceae	86.463	73.05	110.23	ST(0.726,0.36,259.89,3.499)
t_n1260_Saururaceae	54.399	46.35	71.03	ST(0.47,0.091,7.974,2.862)
t_n1261	47.663	2.79	91.24	0
t_n1262	70.545	19.36	107.18	0
t_n1263	38.602	1.67	87.54	0
t_n1264_Canellales	117.959	100.85	142.21	ST(0.999,0.366,25.883,3.989)
t_n1265_Winteraceae	99.143	83.3	125.87	ST(0.826,0.344,57.645,3.035)
t_n1266	53.249	3.5	101.97	0
t_n1267	60.355	4.08	115.13	0
t_n1268	97.524	40.96	142.14	0
t_n1269	66.537	15.23	116.27	0
t_n1270	36.179	1.47	89.78	0
t_n1271	102.447	65.85	143.2	0
t_n1272	76.811	51.28	115.93	0
t_n1273_Schisandraceae	53.342	47.66	66.88	ST(0.476,0.065,17.102,2.822)
t_n1274	27.711	1.53	55.4	0
t_n1275_Nymphaeales	110.28	102.71	136.47	ST(1.025,0.049,451.84,2.008)
t_n1276	83.566	34.91	115.28	0
t_n1277	45.505	2.43	95.94	0
t_n1278	45.473	2.53	95.82	0
t_n1279_Acrogymnosperms	331.457	308.6	361.3	B(3.08,3.66,0.01,0.05)
t_n1280_Conifers	226.974	146.67	314.4	B(1.47,3.12,0.01,0.05)
t_n1281	143.131	121.45	238.34	0
t_n1282_Gnetales	132.351	117	157.19	B(1.2,3.12,0.01,0.05)
t_n1283	65.444	4.3	129.25	0
t_n1284_Ginkgo-Cycas	297.587	265.51	342.62	B(2.65,3.66,0.01,0.05)
t_n1285	67.674	4.4	137.06	0
t_n1286_Ferns	403.342	385.02	434.74	B(3.85,4.51,0.01,0.05)
t_n1287_Lycophytes	416.501	392.57	445.55	B(3.92,4.51,0.01,0.05)
