time	angiosperms
2.5	39
5	45
7.5	48
10	44
12.5	47
15	46
17.5	45
20	45
22.5	47
25	47
27.5	39
30	40
32.5	42
35	45
37.5	31
40	37
42.5	43
45	36
47.5	31
50	30
52.5	32
55	34
57.5	37
60	27
62.5	22
65	39
67.5	38
70	41
72.5	59
75	17
77.5	16
80	17
82.5	23
85	51
87.5	26
90	34
92.5	21
95	23
97.5	33
100	32
102.5	32
105	18
107.5	11
110	16
112.5	18
115	22
117.5	1
120	4
122.5	6
125	2
127.5	6
130	3
132.5	2
135	1
137.5	0
140	0
142.5	0
145	0
