time	angiosperms
2.5	39
5	46
7.5	45
10	43
12.5	47
15	50
17.5	49
20	45
22.5	46
25	47
27.5	42
30	38
32.5	40
35	43
37.5	33
40	31
42.5	40
45	37
47.5	34
50	37
52.5	33
55	31
57.5	32
60	27
62.5	27
65	40
67.5	38
70	32
72.5	65
75	9
77.5	18
80	23
82.5	20
85	46
87.5	25
90	37
92.5	22
95	25
97.5	30
100	31
102.5	34
105	18
107.5	8
110	9
112.5	17
115	23
117.5	4
120	4
122.5	6
125	6
127.5	2
130	0
132.5	6
135	0
137.5	0
140	1
142.5	0
145	0
