time	angiosperms
2.5	38
5	47
7.5	46
10	45
12.5	47
15	47
17.5	49
20	48
22.5	47
25	40
27.5	45
30	43
32.5	40
35	42
37.5	33
40	37
42.5	39
45	40
47.5	36
50	29
52.5	31
55	36
57.5	34
60	31
62.5	29
65	38
67.5	38
70	35
72.5	66
75	14
77.5	11
80	30
82.5	14
85	50
87.5	28
90	34
92.5	24
95	32
97.5	26
100	32
102.5	31
105	21
107.5	11
110	11
112.5	13
115	21
117.5	3
120	3
122.5	5
125	6
127.5	4
130	2
132.5	4
135	1
137.5	0
140	0
142.5	0
145	0
