time	angiosperms
2.5	38
5	47
7.5	46
10	46
12.5	46
15	50
17.5	45
20	44
22.5	50
25	45
27.5	41
30	41
32.5	38
35	45
37.5	30
40	33
42.5	33
45	43
47.5	38
50	31
52.5	31
55	37
57.5	36
60	26
62.5	26
65	43
67.5	38
70	41
72.5	65
75	10
77.5	19
80	21
82.5	15
85	55
87.5	18
90	42
92.5	24
95	23
97.5	36
100	24
102.5	32
105	18
107.5	14
110	12
112.5	13
115	22
117.5	5
120	2
122.5	4
125	4
127.5	3
130	2
132.5	5
135	1
137.5	0
140	1
142.5	0
145	0
