iteration	posterior	likelihood	prior	Nobs	Nfossils	root_obs	ext_obs	DA_counts	root_est	ext_est	q_est	a_est	sig2_est
0	-96.26072644719633	-86.00721808403618	-10.253508363160147	38	44.0	87.5	2.5	1000	104.06321074796257	0.0	0.0008441915363479892	0.5603850170341255	6.926534304248918
100	-49.74579672219207	-40.38735766166405	-9.35843906052802	38	44.0	87.5	2.5	1000	97.86338130559517	0.0	0.0009559645854902536	4.303274753354336	6.506216919851657
200	-46.80243104204187	-38.58081458555314	-8.221616456488723	38	44.0	87.5	2.5	1000	95.71359335955906	0.0	0.001015604169397274	4.2645593263860215	5.479476578083076
300	-48.53443806097373	-40.42840722251655	-8.106030838457176	38	44.0	87.5	2.5	1000	102.39827827530654	0.0	0.0014162476675502055	4.5355745908100555	5.3339383189255045
400	-46.9127511350906	-38.70474667697234	-8.208004458118264	38	44.0	87.5	2.5	1000	113.94498919204132	0.0	0.0006751683657634916	4.068490422165782	5.393211761765777
500	-47.45530383363675	-38.838911799133434	-8.61639203450331	38	44.0	87.5	2.5	1000	93.50547580301561	0.0	0.000475821575036279	5.143459872190697	5.879945567093959
600	-49.01897537950966	-41.207246093352836	-7.811729286156826	38	44.0	87.5	2.5	1000	128.43080891326107	0.0	0.0012670139293913846	3.02857449075755	4.574402595557617
700	-46.16838294643579	-38.22252279071446	-7.9458601557213315	38	44.0	87.5	2.5	1000	94.03080859278359	0.0	0.0007326316954959505	5.080294342280533	4.78357491047122
800	-46.57682387626362	-38.73638146795149	-7.8404424083121285	38	44.0	87.5	2.5	1000	107.85764086052009	0.0	0.0013040939461099097	3.6678717018734455	4.668462223688956
900	-46.38568799124174	-38.57916918067092	-7.80651881057082	38	44.0	87.5	2.5	1000	95.2104022358116	0.0	0.0008891516416350451	5.549381892502917	4.278011268492462
1000	-45.987023786697605	-38.21176806293324	-7.7752557237643645	38	44.0	87.5	2.5	1000	112.03746147818579	0.0	0.0012277960338437043	3.905491185584502	4.364345674231352
1100	-45.680117764692255	-37.80619802949804	-7.87391973519421	38	44.0	87.5	2.5	1000	97.56344424215301	0.0	0.0008189534035055841	5.15807051633967	4.565366243075972
1200	-47.467762952730794	-39.73046351794322	-7.737299434787577	38	44.0	87.5	2.5	1000	113.02518032405925	0.0	0.002183214632784943	3.4567593152346543	4.470365277105512
1300	-46.91081120662713	-39.13859457344488	-7.772216633182251	38	44.0	87.5	2.5	1000	101.91353880497624	0.0	0.0026776779922279463	3.3089710248466466	4.689406862713068
1400	-47.86673278819218	-39.96584337907422	-7.900889409117962	38	44.0	87.5	2.5	1000	96.41165799864916	0.0	0.0027827491867349545	3.8722998592247717	5.0560311827535225
1500	-46.22237422129996	-38.387872613651396	-7.834501607648562	38	44.0	87.5	2.5	1000	94.00429641992173	0.0	0.002004115696827778	3.793040460585751	4.786349632545671
1600	-47.23085497475601	-39.42748787055347	-7.803367104202537	38	44.0	87.5	2.5	1000	90.92381023386096	0.0	0.001780176852674063	5.0057061736872015	4.59518301136889
1700	-46.70361326772615	-38.86495142327911	-7.838661844447039	38	44.0	87.5	2.5	1000	93.24948532203453	0.0	0.001728628590919251	3.790866444778509	4.7530523632288695
1800	-47.89428145220631	-39.7825231004665	-8.111758351739807	38	44.0	87.5	2.5	1000	92.13522221910456	0.0	0.002858896920147662	3.4147657646402085	5.4799389559252
