time	angiosperms
2.5	40
5	45
7.5	38
10	44
12.5	48
15	47
17.5	43
20	42
22.5	44
25	38
27.5	40
30	36
32.5	40
35	40
37.5	27
40	30
42.5	31
45	30
47.5	30
50	33
52.5	26
55	27
57.5	26
60	25
62.5	20
65	30
67.5	22
70	32
72.5	29
75	9
77.5	8
80	10
82.5	12
85	24
87.5	14
90	22
92.5	16
95	13
97.5	16
100	15
102.5	18
105	8
107.5	9
110	6
112.5	3
115	7
117.5	5
120	4
122.5	3
125	2
127.5	1
130	2
132.5	1
135	0
137.5	0
140	0
142.5	0
145	0
