time	angiosperms
2.5	38
5	47
7.5	44
10	38
12.5	47
15	45
17.5	44
20	43
22.5	44
25	43
27.5	37
30	38
32.5	38
35	39
37.5	28
40	31
42.5	26
45	33
47.5	31
50	29
52.5	27
55	31
57.5	33
60	27
62.5	27
65	29
67.5	24
70	23
72.5	30
75	7
77.5	7
80	12
82.5	8
85	21
87.5	17
90	20
92.5	12
95	13
97.5	15
100	19
102.5	15
105	9
107.5	6
110	6
112.5	4
115	5
117.5	2
120	4
122.5	4
125	2
127.5	2
130	2
132.5	1
135	0
137.5	0
140	0
142.5	0
145	0
