time	angiosperms
2.5	37
5	44
7.5	44
10	43
12.5	48
15	47
17.5	43
20	44
22.5	43
25	39
27.5	38
30	41
32.5	40
35	41
37.5	27
40	30
42.5	32
45	32
47.5	32
50	28
52.5	33
55	31
57.5	29
60	24
62.5	20
65	35
67.5	26
70	27
72.5	27
75	11
77.5	8
80	8
82.5	11
85	21
87.5	12
90	20
92.5	11
95	14
97.5	17
100	13
102.5	15
105	11
107.5	5
110	7
112.5	4
115	7
117.5	4
120	1
122.5	5
125	2
127.5	1
130	2
132.5	1
135	0
137.5	0
140	0
142.5	0
145	0
