time	angiosperms
2.5	38
5	47
7.5	44
10	41
12.5	47
15	45
17.5	43
20	41
22.5	42
25	43
27.5	38
30	39
32.5	38
35	40
37.5	31
40	25
42.5	34
45	31
47.5	29
50	31
52.5	30
55	33
57.5	28
60	24
62.5	22
65	34
67.5	26
70	24
72.5	29
75	5
77.5	12
80	14
82.5	8
85	19
87.5	13
90	21
92.5	15
95	14
97.5	13
100	15
102.5	20
105	8
107.5	7
110	7
112.5	9
115	6
117.5	5
120	4
122.5	3
125	2
127.5	2
130	0
132.5	0
135	1
137.5	0
140	0
142.5	0
145	0
