time	angiosperms
2.5	38
5	46
7.5	44
10	39
12.5	49
15	47
17.5	43
20	42
22.5	41
25	41
27.5	41
30	35
32.5	36
35	41
37.5	29
40	32
42.5	32
45	32
47.5	31
50	29
52.5	31
55	27
57.5	31
60	23
62.5	21
65	31
67.5	27
70	29
72.5	26
75	10
77.5	11
80	10
82.5	7
85	20
87.5	18
90	19
92.5	14
95	14
97.5	16
100	13
102.5	18
105	8
107.5	7
110	3
112.5	5
115	7
117.5	2
120	4
122.5	4
125	3
127.5	1
130	2
132.5	1
135	0
137.5	0
140	0
142.5	0
145	0
