time	angiosperms
2.5	37
5	47
7.5	43
10	43
12.5	45
15	47
17.5	44
20	44
22.5	43
25	39
27.5	40
30	40
32.5	40
35	38
37.5	30
40	28
42.5	33
45	35
47.5	30
50	32
52.5	29
55	27
57.5	30
60	24
62.5	20
65	27
67.5	27
70	26
72.5	30
75	9
77.5	7
80	13
82.5	7
85	20
87.5	13
90	21
92.5	14
95	14
97.5	17
100	13
102.5	20
105	11
107.5	4
110	6
112.5	4
115	6
117.5	5
120	2
122.5	2
125	2
127.5	3
130	1
132.5	1
135	1
137.5	0
140	0
142.5	0
145	0
