iteration	posterior	likelihood	prior	Nobs	Nfossils	root_obs	ext_obs	DA_counts	root_est	ext_est	q_est		a_est	sig2_est
0	-174.2903511335435	-163.76625378872615	-10.524097344817356	19500	373.0	67.5	2.5	1000	73.11052342621832	0.0	0.0007075435553568577	0.0	13.259210617400637
100	-102.94597263300271	-92.46837389091259	-10.477598742090127	19500	373.0	67.5	2.5	1000	75.45514312724453	0.0	0.00037430381591997664	2.353411305674884	13.212786775352594
200	-102.51801985417353	-91.00797839570775	-11.510041458465778	19500	373.0	67.5	2.5	1000	74.86718240225527	0.0	0.0004075999028368237	2.6821014381819226	13.527374347216744
300	-101.36290200328838	-89.53144260025266	-11.831459403035716	19500	373.0	67.5	2.5	1000	72.21019882489603	0.0	0.00036572454674237137	2.5245597063407184	13.605452807036382
400	-104.26652264186094	-93.1400474259217	-11.126475215939244	19500	373.0	67.5	2.5	1000	79.34356914748042	0.0	0.000216617187201422	2.924618018075349	13.403173965448063
500	-105.07861440465027	-93.56843894405762	-11.510175460592649	19500	373.0	67.5	2.5	1000	72.31730830888903	0.0	0.0001527581487351074	4.0650946372205095	13.497919743807989
600	-101.61216845846205	-89.92036440378283	-11.691804054679219	19500	373.0	67.5	2.5	1000	71.39046782538325	0.0	0.0003166905813646487	2.7272287322389954	13.56719261452476
700	-103.43475148942503	-92.87567141112261	-10.559080078302408	19500	373.0	67.5	2.5	1000	75.88648486139132	0.0	0.0002883408374961507	2.7094248920561768	13.23111408956203
800	-99.18358887212159	-88.62450879381917	-10.559080078302408	19500	373.0	67.5	2.5	1000	74.0600005615844	0.0	0.0002883408374961507	2.7094248920561768	13.23111408956203
900	-101.33202845619161	-91.2060712050907	-10.125957251100912	19500	373.0	67.5	2.5	1000	73.31387952783155	0.0	0.00035569457289765443	2.6076512342806204	13.07582127629714
1000	-103.78927474151102	-93.51224513511436	-10.277029606396663	19500	373.0	67.5	2.5	1000	76.08799099128791	0.0	0.00036929873842166745	2.174123807103834	13.138819085489935
1100	-106.1709995529506	-94.57134560286839	-11.59965395008222	19500	373.0	67.5	2.5	1000	71.51100754587134	0.0	0.0003166195428806534	3.2015229771307836	13.542668975252445
1200	-101.87380643038026	-90.76602911778882	-11.107777312591445	19500	373.0	67.5	2.5	1000	71.73273922359476	0.0	0.00038818658900392376	2.7008227939864744	13.415381654897471
1300	-102.815222981378	-91.03609266190479	-11.779130319473214	19500	373.0	67.5	2.5	1000	76.77665884910222	0.0	0.00029830157406685395	2.4966824542356036	13.587890941939946
1400	-103.62666036119505	-92.88003953553678	-10.74662082565827	19500	373.0	67.5	2.5	1000	79.09079391680795	0.0	0.0002883918396135752	2.5664464545378234	13.295130917767365
1500	-101.59987642858822	-90.97266954786626	-10.627206880721952	19500	373.0	67.5	2.5	1000	73.86013698043584	0.0	0.0002841420851405099	2.822641431948666	13.253779152535829
1600	-103.77888024441317	-91.25066400972689	-12.528216234686283	19500	373.0	67.5	2.5	1000	71.40853766525537	0.0	0.00038078484142487065	2.275529622149189	13.761766466374414
1700	-102.07416108897333	-91.18385232636552	-10.890308762607802	19500	373.0	67.5	2.5	1000	72.61415570669914	0.0	0.0005664017791997599	1.7447159266287402	13.364563202109425
1800	-102.70128495257507	-91.54878723473364	-11.152497717841435	19500	373.0	67.5	2.5	1000	71.22100479956127	0.0	0.000515629304684243	2.3541370664903876	13.437380517558038
1900	-102.85812501460494	-92.6035107116789	-10.254614302926045	19500	373.0	67.5	2.5	1000	75.25964337523546	0.0	0.0005871020942547318	1.8481126423869478	13.149118740109783
2000	-100.8698842815673	-91.36060037664693	-9.509283904920366	19500	373.0	67.5	2.5	1000	71.56719881276337	0.0	0.0007427976213569502	1.4440590684582957	12.83084261924157
2100	-103.63434530943023	-94.21610749763401	-9.41823781179622	19500	373.0	67.5	2.5	1000	72.46078465748025	0.0	0.0007911205903150941	1.159687076492076	12.787123869099737
2200	-103.16263908652127	-93.23055264915631	-9.932086437364955	19500	373.0	67.5	2.5	1000	73.38948004335703	0.0	0.0006359500906717467	1.732528495488542	13.0224096562153
2300	-99.34835852017213	-89.55787078291006	-9.790487737262072	19500	373.0	67.5	2.5	1000	70.73968389858908	0.0	0.0006695149219929821	1.7869962920516411	12.961532654288696
2400	-102.81194120543077	-93.43780735024936	-9.374133855181409	19500	373.0	67.5	2.5	0	76.53779794776081	0.0	0.0005357055861290318	1.953183729388952	12.736357378503742
2500	-101.69254074529448	-92.20066165319113	-9.491879092103343	19500	373.0	67.5	2.5	1000	73.27175240809295	0.0	0.0004721420228414499	2.066495653570068	12.794337074924984
2600	-103.44527475638934	-93.37551852310115	-10.069756233288189	19500	373.0	67.5	2.5	1000	74.65979716230396	0.0	0.0005209349264489161	2.321474503198895	13.069530137384401
2700	-100.98714735635421	-91.05900920465133	-9.928138151702878	19500	373.0	67.5	2.5	988	71.74032180351925	0.0	0.0004965267252217808	2.3352946626760214	13.007391510497222
2800	-102.37506653179868	-93.13807792615586	-9.236988605642825	19500	373.0	67.5	2.5	1000	72.8200190411415	0.0	0.0003092463163752128	2.905071391068204	12.613581229533624
2900	-107.31680666852492	-98.94538890407834	-8.371417764446583	19500	373.0	67.5	2.5	1000	86.46844012915979	0.0	0.00026848346093480207	2.5122425743202283	11.774096857941435
3000	-104.8034722204061	-96.69412390462836	-8.109348315777753	19500	373.0	67.5	2.5	1000	77.07822685824281	0.0	0.00028810184125624736	2.7426231142241524	11.285568563125347
3100	-103.88841835709376	-95.66162275357637	-8.226795603517383	19500	373.0	67.5	2.5	1000	73.21131896018318	0.0	0.0002879042715506277	2.9901820548436278	11.53341201305769
3200	-104.88249672421111	-96.54923848869515	-8.333258235515961	19500	373.0	67.5	2.5	1000	76.35433050290474	0.0	0.00029146606496609006	2.9789640332083622	11.720678717475868
3300	-104.82169321701609	-96.32391652945536	-8.49777668756073	19500	373.0	67.5	2.5	1000	81.7946735043274	0.0	0.00024747631900006817	2.9724495759451997	11.931655212581076
