Mean_time	Mean_qlow	Mean_qup	Priors
t_n1246	51.943	3.64	97.83	0
t_n1247	65.894	4.59	123.83	0
t_n1248_Magnoliales	128.032	116.94	138.68	B(1.15,1.4,0.025,0.025)
t_n1249_Magnoliaceae	120.649	108.35	129.86	B(1.07,1.3,0.025,0.025)
t_n1250	112.821	97.85	126.69	0
t_n1251	105.607	94.08	121.34	0
t_n1252_Annonaceae	98.872	92.15	113.64	B(0.93,1.18,0.025,0.025)
t_n1253	63.201	4.37	118.67	0
t_n1254_Myristicaceae	95.615	63.4	129.33	B(0.66,1.72,0.025,0.025)
t_n1255	52.634	3.38	107.77	0
t_n1256	130.271	114.95	147.82	0
t_n1257_Piperales	120.509	103.6	141.01	B(1.04,1.78,0.025,0.025)
t_n1258	104.838	78.28	128.93	0
t_n1259_Piperaceae	88.058	67.25	118.29	B(0.74,2.11,0.025,0.025)
t_n1260_Saururaceae	59.475	45.21	83.02	B(0.46,0.87,0.025,0.025)
t_n1261	49.63	3.46	95.43	0
t_n1262	72.738	22.22	114.63	0
t_n1263	41.363	1.9	90.65	0
t_n1264_Canellales	118.913	99.2	141.09	B(1.01,2.32,0.025,0.025)
t_n1265_Winteraceae	100.551	78.71	127.85	B(0.84,2.25,0.025,0.025)
t_n1266	54.907	3.74	104.59	0
t_n1267	62.223	4.51	118.44	0
t_n1268	99.948	46.96	138.9	0
t_n1269	69.027	16.56	120.22	0
t_n1270	39.076	1.68	92.23	0
t_n1271	105.985	66.22	140.99	0
t_n1272	80.376	52.45	120.94	0
t_n1273_Schisandraceae	58.817	47.69	73.78	B(0.48,0.75,0.025,0.025)
t_n1274	33.513	1.95	64.87	0
t_n1275_Nymphaeales	119.974	103.62	131.41	B(1.03,1.31,0.025,0.025)
t_n1276	89.564	42.39	125.08	0
t_n1277	49.952	3.02	102.44	0
t_n1278	49.737	2.95	102.03	0
t_n1279_Acrogymnosperms	331.471	308.6	361.22	B(3.08,3.66,0.01,0.05)
t_n1280_Conifers	226.936	146.32	314.66	B(1.47,3.12,0.01,0.05)
t_n1281	140.607	120.54	239.82	0
t_n1282_Gnetales	129.831	116.13	154.3	B(1.2,3.12,0.01,0.05)
t_n1283	67.431	4.8	128.53	0
t_n1284_Ginkgo-Cycas	297.417	265.56	342.59	B(2.65,3.66,0.01,0.05)
t_n1285	70.375	5.06	134.43	0
t_n1286_Ferns	403.304	385.01	434.6	B(3.85,4.51,0.01,0.05)
t_n1287_Lycophytes	416.468	392.59	445.73	B(3.92,4.51,0.01,0.05)
