Mean_time	Mean_qlow	Mean_qup	Priors
t_n1247	65.974	4.64	123.92	0
t_n1248_Magnoliales	128.04	116.97	138.68	B(1.15,1.4,0.025,0.025)
t_n1249_Magnoliaceae	120.66	108.35	129.86	B(1.07,1.3,0.025,0.025)
t_n1250	112.831	97.89	126.7	0
t_n1251	105.633	94.1	121.4	0
t_n1252_Annonaceae	98.869	92.15	113.61	B(0.93,1.18,0.025,0.025)
t_n1253	63.257	4.39	118.62	0
t_n1254_Myristicaceae	95.651	63.43	129.39	B(0.66,1.72,0.025,0.025)
t_n1255	52.62	3.46	107.97	0
t_n1256	130.295	114.95	147.88	0
t_n1257_Piperales	120.512	103.59	141.03	B(1.04,1.78,0.025,0.025)
t_n1258	104.848	78.33	128.93	0
t_n1259_Piperaceae	88.04	67.28	118.07	B(0.74,2.11,0.025,0.025)
t_n1260_Saururaceae	59.45	45.22	82.91	B(0.46,0.87,0.025,0.025)
t_n1261	49.548	3.41	95.38	0
t_n1262	72.722	22.13	114.4	0
t_n1263	41.404	1.92	90.43	0
t_n1264_Canellales	118.93	99.25	141.11	B(1.01,2.32,0.025,0.025)
t_n1265_Winteraceae	100.569	78.77	127.91	B(0.84,2.25,0.025,0.025)
t_n1266	54.979	3.75	104.76	0
t_n1267	62.345	4.51	118.51	0
t_n1268	99.943	46.82	138.96	0
t_n1269	69.064	16.59	120.41	0
t_n1270	39.158	1.7	92.51	0
t_n1271	105.979	66.22	141.03	0
t_n1272	80.416	52.52	121.01	0
t_n1273_Schisandraceae	58.826	47.69	73.74	B(0.48,0.75,0.025,0.025)
t_n1274	33.543	2	64.9	0
t_n1275_Nymphaeales	119.971	103.6	131.41	B(1.03,1.31,0.025,0.025)
t_n1276	89.518	42.6	125.06	0
t_n1277	49.897	3.01	102.32	0
t_n1278	49.805	2.98	102.13	0
t_n1279_Acrogymnosperms	331.495	308.6	361.24	B(3.08,3.66,0.01,0.05)
t_n1280_Conifers	227.072	146.34	314.71	B(1.47,3.12,0.01,0.05)
t_n1281	140.564	120.54	239.21	0
t_n1282_Gnetales	129.857	116.13	153.98	B(1.2,3.12,0.01,0.05)
t_n1283	67.471	4.84	128.52	0
t_n1284_Ginkgo-Cycas	297.509	265.56	342.72	B(2.65,3.66,0.01,0.05)
t_n1285	70.396	5	134.48	0
t_n1286_Ferns	403.326	385.01	434.78	B(3.85,4.51,0.01,0.05)
t_n1287_Lycophytes	416.536	392.59	445.71	B(3.92,4.51,0.01,0.05)
