Mean_time	Mean_qlow	Mean_qup	Priors
t_n1239_Lauraceae	118.136	112.27	127.11	B(1.12,1.59,1e-300,1e-300)
t_n1240_Monimiaceae	103.407	86.14	121.18	B(0.85,2.27,1e-300,1e-300)
t_n1241	55.977	3.85	105.11	0
t_n1242	56.193	3.99	105	0
t_n1243	62.096	4.43	115.3	0
t_n1244	108.153	85.72	126.09	0
t_n1245_Atherospermataceae	94.716	80.51	118.44	B(0.8,1.53,1e-300,1e-300)
t_n1246	52.122	3.46	98.15	0
t_n1247	66.096	4.82	123.7	0
t_n1248_Magnoliales	126.547	116.83	138.41	B(1.15,1.4,1e-300,1e-300)
t_n1249_Magnoliaceae	120.004	108.7	128.72	B(1.07,1.3,1e-300,1e-300)
t_n1250	112.815	98.3	126.01	0
t_n1251	105.895	94.92	121.29	0
t_n1252_Annonaceae	99.353	93.19	113.56	B(0.93,1.18,1e-300,1e-300)
t_n1253	63.042	4.38	118.71	0
t_n1254_Myristicaceae	97.128	66.93	127.34	B(0.66,1.72,1e-300,1e-300)
t_n1255	53.101	3.42	108	0
t_n1256	128.611	115.35	147.8	0
t_n1257_Piperales	119.828	105.28	141.76	B(1.04,1.78,1e-300,1e-300)
t_n1258	105.83	81.86	126.93	0
t_n1259_Piperaceae	90.797	74.68	117.71	B(0.74,2.11,1e-300,1e-300)
t_n1260_Saururaceae	60.49	46.53	83.04	B(0.46,0.87,1e-300,1e-300)
t_n1261	50.242	3.31	96.29	0
t_n1262	73.269	22.1	114.47	0
t_n1263	41.318	1.96	91.46	0
t_n1264_Canellales	118.691	102.43	142.05	B(1.01,2.32,1e-300,1e-300)
t_n1265_Winteraceae	102.339	84.9	125.99	B(0.84,2.25,1e-300,1e-300)
t_n1266	55.771	3.93	105.2	0
t_n1267	62.447	4.52	118.26	0
t_n1268	99.693	46.67	137.7	0
t_n1269	68.922	17.23	120.16	0
t_n1270	38.902	1.7	92.39	0
t_n1271	105.854	65.91	139.93	0
t_n1272	80.719	53.14	120.74	0
t_n1273_Schisandraceae	58.84	48.44	73.18	B(0.48,0.75,1e-300,1e-300)
t_n1274	33.455	1.98	63.93	0
t_n1275_Nymphaeales	119.769	104.23	130.39	B(1.03,1.31,1e-300,1e-300)
t_n1276	90.111	42.69	125.28	0
t_n1277	49.712	2.93	102.81	0
t_n1278	49.775	2.94	102.88	0
t_n1279_Acrogymnosperms	331.438	308.59	361.33	B(3.08,3.66,0.01,0.05)
t_n1280_Conifers	227.836	146.49	314.53	B(1.47,3.12,0.01,0.05)
t_n1281	140.423	120.19	251.87	0
t_n1282_Gnetales	129.635	115.84	170.96	B(1.2,3.12,0.01,0.05)
t_n1283	67.417	4.69	126.81	0
t_n1284_Ginkgo-Cycas	297.459	265.54	342.64	B(2.65,3.66,0.01,0.05)
t_n1285	70.024	4.98	129.5	0
t_n1286_Ferns	403.505	385.01	434.9	B(3.85,4.51,0.01,0.05)
t_n1287_Lycophytes	416.405	392.56	445.54	B(3.92,4.51,0.01,0.05)
