Mean_time	Mean_qlow	Mean_qup	Priors
t_n906_Haloragaceae	71.44	60.98	79.4	B(0.78,1.28,0.025,0.025)
t_n907	46.766	23.31	70.76	0
t_n908	97.948	73.6	113.41	0
t_n909	83.739	57.32	103.47	0
t_n910	52.435	24.24	79.36	0
t_n911	47.213	21.01	76.66	0
t_n912	50.794	19.44	93.13	0
t_n913_Altingiaceae	98.67	95.17	101.67	B(0.71,1,0.025,0.025)
t_n914_Hamamelidaceae	96.367	93.18	99.77	B(0.95,1.26,0.025,0.025)
t_n915	69.364	31.64	95.44	0
t_n916	24.996	13.83	50.68	0
t_n917	27.979	12.86	67.39	0
t_n918	87.206	54.75	97.41	0
t_n919	15.393	4.93	26.42	0
t_n920	133.849	129.53	138.37	0
t_n921	132.247	127.82	136.82	0
t_n922	131.256	126.82	135.85	0
t_n923	128.667	124.17	133.36	0
t_n924	123.597	119.34	128.23	0
t_n925	121.68	117.53	126.27	0
t_n926	115.48	110.7	120.65	0
t_n927	112.168	107.09	117.56	0
t_n928	104.676	100.32	110.04	0
t_n929	103.502	99.39	108.85	0
t_n930	102.48	98.54	107.75	0
t_n931	101.571	97.75	106.75	0
t_n932	99.693	95.67	104.72	0
t_n933_Dipsacales	94.546	90.45	98.43	B(0.95,1.38,0.025,0.025)
t_n934	73.618	61.13	84.31	0
t_n935	71.222	59.17	81.9	0
t_n936	63.922	52.9	74.96	0
t_n937	61.209	50.78	72.51	0
t_n938	57.518	47.61	68.9	0
t_n939	50.696	40.64	61.68	0
t_n940	43.68	32.95	54.3	0
t_n941	33.864	24.52	45.19	0
t_n942	22.039	14.66	32.2	0
t_n943	21.843	14.76	31.48	0
t_n944	46.951	32.71	59.66	0
t_n945	28.061	19.05	43.51	0
t_n946	21.418	12.79	34.39	0
t_n947	53.418	40.28	66.99	0
t_n948	37.233	22.76	52.83	0
t_n949	23.414	14.27	39.23	0
t_n950	21.496	9.86	30.31	0
t_n951	18.75	6.95	25.95	0
t_n952	15.799	4.07	23.25	0
t_n953	63.022	43.74	77.15	0
t_n954	24.794	18.12	37.72	0
t_n955	22.542	16.34	33.56	0
t_n956	19.581	12.38	28.47	0
t_n957	32.632	12.01	66.84	0
t_n958_Adoxaceae	82.082	76.63	90.51	B(0.78,1.1,0.025,0.025)
t_n959	46.12	25.24	69.74	0
t_n960	25.512	15.61	43.27	0
t_n961	18.584	7.19	29.54	0
t_n962	76.162	42.17	97.15	0
t_n963	55.75	20.52	86.98	0
t_n964_Apiales	97.778	93.64	103.13	B(0.96,1.59,0.025,0.025)
t_n965_Torricelliaceae	86.636	79.75	94.21	B(0.61,1.69,0.025,0.025)
t_n966	83.841	77.77	91.24	0
t_n967	78.314	73.94	84.63	0
t_n968_Araliaceae	75.811	72.48	81.64	B(0.73,0.94,0.025,0.025)
t_n969	74.896	71.22	80.64	0
t_n970_Apiaceae	73.679	69.79	79.29	B(0.73,1.28,0.025,0.025)
t_n971	64.663	53.58	72.85	0
t_n972	55.615	44.94	65.8	0
t_n973	46.528	35.58	57.09	0
t_n974	29.247	21.66	39.29	0
t_n975	23.541	16.65	31.48	0
t_n976	16.275	6.13	23.76	0
t_n977	16.696	5.62	24.52	0
t_n978	38.25	18.04	56.56	0
t_n979	66.881	47.49	76.26	0
t_n980	23.224	10.02	47.11	0
t_n981	38.62	24.4	60.39	0
t_n982	23.82	19.23	29.84	0
t_n983	22.711	18.3	28.05	0
t_n984	21.663	17.37	26.58	0
t_n985	20.598	16.15	25.51	0
t_n986	19.187	14.43	24.1	0
t_n987	19.972	15.61	24.71	0
t_n988	18.63	13.98	23.36	0
t_n989	20.418	14.67	26.57	0
t_n990_Pittosporaceae	46.373	19.73	62.29	B(0.43,1.11,0.025,0.025)
t_n991	48.158	21.04	76.73	0
t_n992	43.912	18.69	72.94	0
t_n993	92.842	72.77	102.68	0
t_n994	48.429	19.9	78.19	0
t_n995	16.504	3.17	33.53	0
t_n996	95.66	76.74	104.72	0
t_n997	87.884	67.51	100.7	0
t_n998	81.191	59.61	97.11	0
t_n999	23.219	9.36	42.5	0
t_n1000	14.979	3.08	26.43	0
t_n1001	85.85	51.98	101.3	0
t_n1002_Asterales	73.901	69.05	80.52	B(0.43,0.7,0.025,0.025)
t_n1003	72.591	67.22	79.2	0
t_n1004	69.539	63.64	76.12	0
t_n1005	69.024	63.06	75.61	0
t_n1006	64.965	59.06	71.69	0
t_n1007	58.175	52.96	64.59	0
t_n1008_Asteraceae	52.775	48.41	58.56	B(0.51,0.96,0.025,0.025)
t_n1009	50.176	44.69	56.33	0
t_n1010	41.221	32.1	49.13	0
t_n1011	36.637	27.87	45.43	0
t_n1012	30.496	23.55	38.94	0
t_n1013	20.789	14.35	26.93	0
t_n1014	18.921	10.86	24.85	0
t_n1015	24.792	18.71	32.84	0
t_n1016	19.846	12.44	26.75	0
t_n1017	29.282	18.89	45.24	0
t_n1018	20.888	10.65	33.63	0
t_n1019	45.884	36.28	54.12	0
t_n1020	24.621	16.94	35.98	0
t_n1021_Menyanthaceae	46.04	35.65	56.42	B(0.35,0.57,0.025,0.025)
t_n1022	21.141	5.43	39.79	0
t_n1023	23.647	14.88	38.17	0
t_n1024	60.499	47.33	71.07	0
t_n1025	39.562	20.7	55.93	0
t_n1026	65.66	55.37	73.85	0
t_n1027	36.859	20.81	55.38	0
t_n1028	30.645	17.9	50.29	0
t_n1029	17.885	5.33	31.49	0
t_n1030	62.223	48.85	72.32	0
t_n1031	24.256	14.09	44.85	0
t_n1032	68.304	61.06	75.49	0
t_n1033_Campanulaceae	54.761	44.74	63.76	B(0.21,0.92,0.025,0.025)
t_n1034	50.807	41.11	59.82	0
t_n1035	45.499	33.96	55.18	0
t_n1036	22.876	14.67	34.99	0
t_n1037	26.527	17.02	42.34	0
t_n1038	57.713	44.92	69.2	0
