Mean_time	Mean_qlow	Mean_qup	Priors
t_n1163_Santalales	108.751	94.32	116.6	B(0.73,1.15,0.025,0.025)
t_n1164	100.403	84.04	111.83	0
t_n1165	82.132	64.28	99.11	0
t_n1166	70.669	49.84	90.11	0
t_n1167	64.25	44.65	83.85	0
t_n1168	59.563	37.35	84.95	0
t_n1169	50.031	27.16	75.05	0
t_n1170	99.422	59.72	126.23	0
t_n1171_Buxaceae	47.118	32.08	53.77	B(0.3,0.53,0.025,0.025)
t_n1172	40.764	24.89	50.61	0
t_n1173	12.783	3.6	24.99	0
t_n1174_Proteales	120.494	115.22	124.1	B(1.15,1.24,0.025,0.025)
t_n1175	99.489	77.16	116.19	0
t_n1176_Proteaceae	73.303	64.98	82.03	B(0.65,0.82,0.025,0.025)
t_n1177	32.765	18.07	53.56	0
t_n1178	77.605	45.09	105.26	0
t_n1179_Ranunculales	132.038	120.64	140.69	B(1.15,1.56,0.025,0.025)
t_n1180	129.095	117.58	138.23	0
t_n1181	120.44	109.35	130.02	0
t_n1182_Menispermaceae	100.741	92.53	107.1	B(0.92,1.07,0.025,0.025)
t_n1183_Ranunculaceae	89.393	72.69	100.92	B(0.65,1.05,0.025,0.025)
t_n1184	71.705	51.62	88.31	0
t_n1185	62.93	43.26	81.26	0
t_n1186_Berberidaceae	55.795	47.81	65.66	B(0.48,0.66,0.025,0.025)
t_n1187	55.333	28.72	79.8	0
t_n1188_Lardizabalaceae	115.676	103.44	124.77	B(1.19,2.53,0.025,0.025)
t_n1189	63.601	36.29	96.16	0
t_n1190	53.389	25.35	84.97	0
t_n1191	86.441	52.59	114.94	0
t_n1192	75.613	44.45	105.61	0
t_n1193	140.044	131.77	147.96	0
t_n1194	131.297	123.2	139.27	0
t_n1195	119.688	112.78	126.78	0
t_n1196	113.504	107.34	120.87	0
t_n1197	110.182	104.48	117.18	0
t_n1198_Arecaceae	100.658	98.37	102.28	B(0.88,1.01,0.025,0.025)
t_n1199	98.818	95.89	100.85	0
t_n1200_Poales	83.793	75.19	92.06	B(0.73,0.93,0.025,0.025)
t_n1201_Poaceae	73.888	67.75	83.45	B(0.7,1.14,0.025,0.025)
t_n1202	45.238	29.33	58.74	0
t_n1203	37.09	23.26	50.97	0
t_n1204	21.6	12.75	32.89	0
t_n1205_Typhaceae	75.798	65.06	87.57	B(0.65,1,0.025,0.025)
t_n1206	53.724	29.62	73.54	0
t_n1207	94.221	90.08	97.43	0
t_n1208_Zingiberales	87.09	81.96	90.43	B(0.89,1.23,0.025,0.025)
t_n1209	59.593	23.93	85.63	0
t_n1210	76.665	54.14	90.28	0
t_n1211	34.344	16.94	64.84	0
t_n1212_Asparagales	103.717	95.32	111.84	B(0.7,1.2,0.025,0.025)
t_n1213	97.161	83.44	106.88	0
t_n1214	83.044	67.43	97.75	0
t_n1215	62.17	48.49	78.02	0
t_n1216	55.689	42.72	71.9	0
t_n1217	51.742	37.62	68.27	0
