Mean_time	Mean_qlow	Mean_qup	Priors
t_n1094_Ericales	113.72	113.02	115.45	B(1.13,1.58,1e-300,1e-300)
t_n1095	105.6	93.74	112.28	0
t_n1096	97.945	81.11	106.31	0
t_n1097	97.243	80.39	105.63	0
t_n1098	90.677	72.26	101.82	0
t_n1099	89.41	70.69	100.87	0
t_n1100	80.238	60.6	96.37	0
t_n1101	66.139	47.5	85.61	0
t_n1102	55.957	37.26	77.1	0
t_n1103	69.876	47.89	89.54	0
t_n1104	73.629	49.8	92.78	0
t_n1105	95.982	79.05	104.75	0
t_n1106_Primulaceae	89.821	73.22	100.18	B(0.7,1.23,1e-300,1e-300)
t_n1107	69.83	52.75	85.34	0
t_n1108	54.161	38.09	70.25	0
t_n1109	36.905	20.74	54.42	0
t_n1110	80.449	49.54	98.87	0
t_n1111	88.526	62.95	101.55	0
t_n1112	5.899	0.05	28.25	0
t_n1113	63.016	43.02	87.32	0
t_n1114	55.95	35.1	80.41	0
t_n1115_Cornales	103.534	91.36	115.36	B(0.9,1.2,1e-300,1e-300)
t_n1116	99.284	83.63	112.82	0
t_n1117	77.581	48.3	100.72	0
t_n1118	44.736	19.57	74.76	0
t_n1119	95.169	74.32	109.66	0
t_n1120_Caryophyllales	107.062	99.52	113.38	B(0.89,1.47,1e-300,1e-300)
t_n1121	101.394	92.67	108.6	0
t_n1122	97.213	87.03	104.68	0
t_n1123	93.253	82.03	101.17	0
t_n1124	76.637	64.74	87.7	0
t_n1125	73.083	61.48	84.16	0
t_n1126	69.762	58.56	80.89	0
t_n1127	68.39	57.27	79.46	0
t_n1128	59.873	47.78	72.34	0
t_n1129	43.297	29.45	55.24	0
t_n1130	42.558	28.71	54.49	0
t_n1131	33.912	22.47	48.14	0
t_n1132	28.355	17.66	44.39	0
t_n1133	23.369	14.97	38.78	0
t_n1134	39.681	25.82	51.73	0
t_n1135	37.753	24.02	50.2	0
t_n1136	23.343	15.19	36.55	0
t_n1137	62.081	50.65	74.29	0
t_n1138	54.443	42.95	65.83	0
t_n1139	50.932	38.88	62.59	0
t_n1140	42.801	28.85	54.71	0
t_n1141_Nyctaginaceae	33.687	20.5	48	B(0.18,0.56,1e-300,1e-300)
t_n1142	24.389	15.15	38.34	0
t_n1143	40.647	25.21	52.71	0
t_n1144	30.504	16.45	50.86	0
t_n1145	59.268	42.74	76.07	0
t_n1146	53.301	34.84	71.21	0
t_n1147_Amaranthaceae	17.015	13.34	24.61	B(0.13,0.25,1e-300,1e-300)
t_n1148	15.694	11.43	23.6	0
t_n1149	64.034	41.36	84.89	0
t_n1150	100.85	92	108.3	0
t_n1151	95.723	85.22	103.76	0
t_n1152	76.418	61.67	89.5	0
t_n1153_Polygonaceae	44.498	35.44	56.18	B(0.35,0.57,1e-300,1e-300)
t_n1154	31.245	18.03	48.81	0
t_n1155	50.734	30.68	68.25	0
t_n1156	50.583	27.63	71.14	0
t_n1157	81.7	63.9	96.93	0
t_n1158	64.588	46.95	83.06	0
t_n1159	50.667	31.92	69.33	0
t_n1160	17.373	3.13	32.26	0
t_n1161	73.439	53.19	91.03	0
t_n1162	48.692	17.09	109.51	0
t_n1163_Santalales	106.262	91.2	114.59	B(0.73,1.15,1e-300,1e-300)
t_n1164	98.223	81.05	109.75	0
t_n1165	79.861	61.17	97.33	0
t_n1166	68.4	48.21	88.94	0
t_n1167	61.873	42.87	82.4	0
t_n1168	56.723	34.36	80.33	0
t_n1169	47.476	24.69	70.04	0
t_n1170	95.14	56.21	118.61	0
t_n1171_Buxaceae	45.958	31.94	52.77	B(0.3,0.53,1e-300,1e-300)
t_n1172	39.476	23.83	49.81	0
t_n1173	12.484	3.44	24.82	0
t_n1174_Proteales	120.544	115.49	123.89	B(1.15,1.24,1e-300,1e-300)
t_n1175	99.402	77.6	116.82	0
t_n1176_Proteaceae	73.067	65.27	81.6	B(0.65,0.82,1e-300,1e-300)
t_n1177	32.051	17.52	53.35	0
t_n1178	76.857	43.36	105.48	0
t_n1179_Ranunculales	128.246	124.61	132.77	B(1.15,1.56,1e-300,1e-300)
t_n1180	126.72	123.25	131.18	0
t_n1181	122.466	119.84	126.2	0
t_n1182_Menispermaceae	100.552	92.81	106.72	B(0.92,1.07,1e-300,1e-300)
t_n1183_Ranunculaceae	88.537	71.32	100.32	B(0.65,1.05,1e-300,1e-300)
t_n1184	70.159	50.81	88.82	0
t_n1185	61.349	42.08	81.48	0
t_n1186_Berberidaceae	56.464	48.36	65.33	B(0.48,0.66,1e-300,1e-300)
t_n1187	54.31	27.3	79.73	0
t_n1188_Lardizabalaceae	120.206	119.03	123.33	B(1.19,2.53,1e-300,1e-300)
t_n1189	62.457	32.91	98.8	0
t_n1190	52.191	23.4	88.82	0
t_n1191	86.114	51.5	114.23	0
t_n1192	75.482	43.51	105.24	0
t_n1193	132.336	126.54	137.57	0
t_n1194	125.949	120.46	131.41	0
t_n1195	117.608	112.45	123.1	0
t_n1196	112.491	107.05	118.33	0
t_n1197	109.588	104.43	115.44	0
t_n1198_Arecaceae	100.336	98.71	100.98	B(0.88,1.01,1e-300,1e-300)
t_n1199	98.804	96.67	100.3	0
t_n1200_Poales	84.658	76.45	92.06	B(0.73,0.93,1e-300,1e-300)
t_n1201_Poaceae	75.148	70.21	83.97	B(0.7,1.14,1e-300,1e-300)
t_n1202	45.646	29.17	60.02	0
t_n1203	37.18	22.94	51.39	0
