Mean_time	Mean_qlow	Mean_qup	Priors
t_n1239_Lauraceae	113.788	112.04	117.91	B(1.12,1.59,1e-300,1e-300)
t_n1240_Monimiaceae	110.161	100.61	115.98	B(0.85,2.27,1e-300,1e-300)
t_n1241	93.085	59.76	108.03	0
t_n1242	77.803	48.47	100.62	0
t_n1243	97.095	58.07	111.12	0
t_n1244	101.352	85.56	113.76	0
t_n1245_Atherospermataceae	96.282	81.32	110.9	B(0.8,1.53,1e-300,1e-300)
t_n1246	39.077	17.61	71.27	0
t_n1247	32.356	16.44	63.08	0
t_n1248_Magnoliales	121.534	115.67	128.18	B(1.15,1.4,1e-300,1e-300)
t_n1249_Magnoliaceae	119.162	112.71	126.1	B(1.07,1.3,1e-300,1e-300)
t_n1250	117.132	109.95	124.56	0
t_n1251	111.13	103.49	119.36	0
t_n1252_Annonaceae	95.847	93.09	102.14	B(0.93,1.18,1e-300,1e-300)
t_n1253	25.004	11.95	57.85	0
t_n1254_Myristicaceae	105.184	81.41	119.6	B(0.66,1.72,1e-300,1e-300)
t_n1255	23.583	13.72	44.18	0
t_n1256	132.066	123.8	138.77	0
t_n1257_Piperales	116.826	105.85	126.68	B(1.04,1.78,1e-300,1e-300)
t_n1258	112.07	100.41	123.03	0
t_n1259_Piperaceae	85.259	74.69	99.8	B(0.74,2.11,1e-300,1e-300)
t_n1260_Saururaceae	56.649	46.47	70.8	B(0.46,0.87,1e-300,1e-300)
t_n1261	50.904	31.89	68.88	0
t_n1262	94.887	73.73	110.31	0
t_n1263	48.171	23.33	72.59	0
t_n1264_Canellales	113.881	102.45	125.68	B(1.01,2.32,1e-300,1e-300)
t_n1265_Winteraceae	89.038	84.14	99.91	B(0.84,2.25,1e-300,1e-300)
t_n1266	28.28	11.26	74.29	0
t_n1267	42.288	19.01	73.98	0
t_n1268	64.697	42.51	99.81	0
t_n1269	56.893	35.66	90.85	0
t_n1270	33.406	17.22	61.32	0
t_n1271	101.514	78.36	123.84	0
t_n1272	80.491	61.12	102.44	0
t_n1273_Schisandraceae	56.86	48.32	69.46	B(0.48,0.75,1e-300,1e-300)
t_n1274	15.586	5.05	26.37	0
t_n1275_Nymphaeales	115.86	103.78	128.6	B(1.03,1.31,1e-300,1e-300)
t_n1276	72.752	50.78	98.33	0
t_n1277	47.069	25.88	68.37	0
t_n1278	60.073	30.21	89.51	0
t_n1279_Acrogymnosperms	317.542	307.66	336.35	B(3.08,3.66,0.01,0.05)
t_n1280_Conifers	277.554	234.93	308.22	B(1.47,3.12,0.01,0.05)
t_n1281	255.067	207.86	292.14	0
t_n1282_Gnetales	144.997	119.77	196.42	B(1.2,3.12,0.01,0.05)
t_n1283	145.964	94.59	244.57	0
t_n1284_Ginkgo-Cycas	280.719	264.51	307.05	B(2.65,3.66,0.01,0.05)
t_n1285	111.403	69.01	151.48	0
t_n1286_Ferns	392.287	384.23	409.36	B(3.85,4.51,0.01,0.05)
t_n1287_Lycophytes	404.126	391.8	426.91	B(3.92,4.51,0.01,0.05)
