Mean_time	Mean_qlow	Mean_qup	Priors
t_n1234	47.648	23.46	66.59	0
t_n1235	139.165	134.74	142.72	0
t_n1236	134.182	128.58	138.96	0
t_n1237_Laurales	125.453	120.09	131.87	B(1.15,1.35,1e-300,1e-300)
t_n1238	117.108	113.56	122.01	0
t_n1239_Lauraceae	113.782	112.04	117.9	B(1.12,1.59,1e-300,1e-300)
t_n1240_Monimiaceae	110.161	100.67	115.97	B(0.85,2.27,1e-300,1e-300)
t_n1241	93.152	59.85	108.06	0
t_n1242	77.865	48.6	100.62	0
t_n1243	97.052	58.17	111.07	0
t_n1244	101.348	85.58	113.74	0
t_n1245_Atherospermataceae	96.296	81.32	110.89	B(0.8,1.53,1e-300,1e-300)
t_n1246	39.095	17.53	71.25	0
t_n1247	32.278	16.36	63.07	0
t_n1248_Magnoliales	121.533	115.68	128.17	B(1.15,1.4,1e-300,1e-300)
t_n1249_Magnoliaceae	119.158	112.75	126.09	B(1.07,1.3,1e-300,1e-300)
t_n1250	117.128	109.95	124.55	0
t_n1251	111.126	103.48	119.35	0
t_n1252_Annonaceae	95.842	93.09	102.13	B(0.93,1.18,1e-300,1e-300)
t_n1253	24.884	12.26	57.57	0
t_n1254_Myristicaceae	105.159	81.36	119.6	B(0.66,1.72,1e-300,1e-300)
t_n1255	23.485	13.83	44.3	0
t_n1256	132.057	123.79	138.76	0
t_n1257_Piperales	116.81	105.87	126.65	B(1.04,1.78,1e-300,1e-300)
t_n1258	112.063	100.45	123.01	0
t_n1259_Piperaceae	85.246	74.69	99.76	B(0.74,2.11,1e-300,1e-300)
t_n1260_Saururaceae	56.645	46.48	70.75	B(0.46,0.87,1e-300,1e-300)
t_n1261	50.905	31.86	68.93	0
t_n1262	94.888	73.73	110.31	0
t_n1263	48.168	23.4	72.39	0
t_n1264_Canellales	113.876	102.45	125.68	B(1.01,2.32,1e-300,1e-300)
t_n1265_Winteraceae	89.03	84.14	99.9	B(0.84,2.25,1e-300,1e-300)
t_n1266	28.1	11.47	74.12	0
t_n1267	42.299	18.91	73.9	0
t_n1268	64.731	42.55	99.88	0
t_n1269	56.943	35.69	91.22	0
t_n1270	33.398	17.17	61.46	0
t_n1271	101.455	78.25	123.8	0
t_n1272	80.435	61.03	102.44	0
t_n1273_Schisandraceae	56.844	48.32	69.41	B(0.48,0.75,1e-300,1e-300)
t_n1274	15.701	5.12	26.42	0
t_n1275_Nymphaeales	115.858	103.77	128.6	B(1.03,1.31,1e-300,1e-300)
t_n1276	72.754	50.74	98.33	0
t_n1277	47.08	25.92	68.37	0
t_n1278	60.071	30.23	89.64	0
t_n1279_Acrogymnosperms	317.532	307.66	336.36	B(3.08,3.66,0.01,0.05)
t_n1280_Conifers	277.489	234.83	308.06	B(1.47,3.12,0.01,0.05)
t_n1281	254.988	207.84	291.98	0
t_n1282_Gnetales	144.776	119.78	195.52	B(1.2,3.12,0.01,0.05)
t_n1283	145.942	94.51	244.12	0
t_n1284_Ginkgo-Cycas	280.763	264.52	306.99	B(2.65,3.66,0.01,0.05)
t_n1285	111.309	68.91	151.39	0
t_n1286_Ferns	392.3	384.23	409.38	B(3.85,4.51,0.01,0.05)
t_n1287_Lycophytes	404.162	391.8	427.03	B(3.92,4.51,0.01,0.05)
